X Displacement (mm),Force_Up_X (N),Force_Up_Y (N),Force_Up_Z (N),Force_Down_X (N),Force_Down_Y (N),Force_Down_Z (N)
-1.3755,-0.000511320027738954,-0.000733573339741841,-0.000121286896046232,-0.0016464393362007,-0.000609540350073189,0.000649419677207979
-1.3745,-0.000515075120815625,-0.000736861136461972,-0.000126379021855208,-0.00164308984429893,-0.000603666742497601,0.000646377302042192
-1.3735,-0.000518830213892295,-0.000740148933182102,-0.000131471147664185,-0.00163974035239717,-0.000597793134922012,0.000643334926876405
-1.3725,-0.000522569012839271,-0.000743422717931032,-0.000136448861038086,-0.0016363908604954,-0.000591919527346422,0.000640292551710618
-1.3715,-0.000526049080104353,-0.000746474009000129,-0.00013960983904104,-0.00163304136859364,-0.000586045919770832,0.00063725017654483
-1.3705,-0.000529529147369433,-0.000749525300069226,-0.000142770817043992,-0.00162969187669187,-0.000580172312195244,0.000634207801379043
-1.3695,-0.000533009214634514,-0.000752576591138322,-0.000145931795046946,-0.00162634238479011,-0.000574298704619655,0.000631165426213256
-1.3685,-0.000536489281899595,-0.00075562788220742,-0.000149092773049899,-0.00162299289288834,-0.000568425097044065,0.000628123051047469
-1.3675,-0.000539969349164677,-0.000758679173276516,-0.000152253751052853,-0.00161964340098658,-0.000562551489468476,0.000625080675881681
-1.3665,-0.000543449416429758,-0.000761730464345613,-0.000155414729055805,-0.00161629390908481,-0.000556677881892887,0.000622038300715894
-1.3655,-0.000546929483694838,-0.000764781755414709,-0.000158575707058759,-0.00161294441718304,-0.000550804274317298,0.000618995925550108
-1.3645,-0.00055040955095992,-0.000767833046483807,-0.000161736685061712,-0.00160959492528128,-0.000544930666741708,0.00061595355038432
-1.3635,-0.000553889618225001,-0.000770884337552903,-0.000164897663064666,-0.00160624543337951,-0.000539057059166119,0.000612911175218532
-1.3625,-0.000557369685490082,-0.000773935628622,-0.000168058641067619,-0.00160289594147775,-0.00053318345159053,0.000609868800052745
-1.3615,-0.000560849752755162,-0.000776986919691097,-0.000171219619070572,-0.00159954644957598,-0.000527309844014941,0.000606826424886958
-1.3605,-0.000564329820020243,-0.000780038210760194,-0.000174380597073525,-0.00159619695767422,-0.000521436236439351,0.000603784049721171
-1.3595,-0.000567809887285325,-0.000783089501829291,-0.000177541575076478,-0.00159284746577245,-0.000515562628863762,0.000600741674555383
-1.3585,-0.000571289954550406,-0.000786140792898388,-0.000180702553079432,-0.00158949797387068,-0.000509689021288173,0.000597699299389597
-1.3575,-0.000574770021815487,-0.000789192083967484,-0.000183863531082384,-0.00158614848196892,-0.000503815413712584,0.000594656924223809
-1.3565,-0.000578250089080567,-0.000792243375036581,-0.000187024509085338,-0.00158279899006715,-0.000497941806136994,0.000591614549058022
-1.3555,-0.000581730156345649,-0.000795294666105679,-0.000190185487088292,-0.0015790242027155,-0.000492371505717066,0.000588729279069268
-1.3545,-0.00058521022361073,-0.000798345957174775,-0.000193346465091245,-0.00157286130399584,-0.000488504330187459,0.00058672618324756
-1.3535,-0.000588690290875811,-0.000801397248243871,-0.000196507443094197,-0.00156669840527617,-0.000484637154657852,0.000584723087425852
-1.3525,-0.000592170358140892,-0.000804448539312969,-0.000199668421097151,-0.0015605355065565,-0.000480769979128244,0.000582719991604143
-1.3515,-0.000595650425405972,-0.000807499830382065,-0.000202829399100104,-0.00155437260783684,-0.000476902803598637,0.000580716895782435
-1.3505,-0.000599130492671054,-0.000810551121451163,-0.000205990377103058,-0.00154820970911717,-0.000473035628069029,0.000578713799960726
-1.3495,-0.000602610559936135,-0.000813602412520259,-0.00020915135510601,-0.0015420468103975,-0.000469168452539422,0.000576710704139018
-1.3485,-0.000606090627201216,-0.000816653703589356,-0.000212312333108964,-0.00153588391167783,-0.000465301277009815,0.00057470760831731
-1.3475,-0.000609570694466297,-0.000819704994658453,-0.000215473311111917,-0.00152972101295817,-0.000461434101480208,0.000572704512495601
-1.3465,-0.000613050761731378,-0.00082275628572755,-0.000218634289114871,-0.0015235581142385,-0.0004575669259506,0.000570701416673892
-1.3455,-0.000616530828996459,-0.000825807576796646,-0.000221795267117823,-0.00151739521551883,-0.000453699750420993,0.000568698320852185
-1.3445,-0.00062001089626154,-0.000828858867865744,-0.000224956245120777,-0.00151123231679916,-0.000449832574891385,0.000566695225030476
-1.3435,-0.00062349096352662,-0.00083191015893484,-0.00022811722312373,-0.0015050694180795,-0.000445965399361778,0.000564692129208767
-1.3425,-0.000626971030791702,-0.000834961450003937,-0.000231278201126684,-0.00149890651935983,-0.00044209822383217,0.000562689033387059
-1.3415,-0.000630451098056783,-0.000838012741073034,-0.000234439179129636,-0.00149274362064016,-0.000438231048302563,0.000560685937565351
-1.3405,-0.000633931165321864,-0.000841064032142131,-0.00023760015713259,-0.0014865807219205,-0.000434363872772955,0.000558682841743642
-1.3395,-0.000637411232586945,-0.000844115323211227,-0.000240761135135543,-0.00148041782320083,-0.000430496697243348,0.000556679745921934
-1.3385,-0.000640891299852026,-0.000847166614280324,-0.000243922113138497,-0.00147425492448116,-0.00042662952171374,0.000554676650100225
-1.3375,-0.000644371367117107,-0.000850217905349421,-0.000247083091141449,-0.0014680920257615,-0.000422762346184134,0.000552673554278517
-1.3365,-0.000647851434382188,-0.000853269196418518,-0.000250244069144403,-0.00146192912704183,-0.000418895170654526,0.000550670458456808
-1.3355,-0.000651331501647269,-0.000856320487487615,-0.000253405047147356,-0.00145576622832216,-0.000415027995124918,0.0005486673626351
-1.3345,-0.00065481156891235,-0.000859371778556712,-0.00025656602515031,-0.00144960332960249,-0.000411160819595311,0.000546664266813391
-1.3335,-0.00065829163617743,-0.000862423069625808,-0.000259727003153263,-0.00144344043088283,-0.000407293644065704,0.000544661170991683
-1.3325,-0.000661771703442512,-0.000865474360694906,-0.000262887981156216,-0.00143727753216316,-0.000403426468536095,0.000542658075169975
-1.3315,-0.000665251770707593,-0.000868525651764001,-0.000266048959159169,-0.00143111463344349,-0.000399559293006489,0.000540654979348266
-1.3305,-0.000668731837972674,-0.000871576942833099,-0.000269209937162122,-0.00142125072478014,-0.000398349893517228,0.000540028542031117
-1.3295,-0.000672211905237754,-0.000874628233902196,-0.000272370915165076,-0.00140970270147821,-0.000398349893517228,0.000540028542031117
-1.3285,-0.000675691972502836,-0.000877679524971292,-0.000275531893168029,-0.00139815467817628,-0.000398349893517228,0.000540028542031117
-1.3275,-0.000679172039767916,-0.000880730816040389,-0.000278692871170982,-0.00138660665487435,-0.000398349893517228,0.000540028542031117
-1.3265,-0.000682652107032998,-0.000883782107109487,-0.000281853849173935,-0.00137505863157241,-0.000398349893517228,0.000540028542031117
-1.3255,-0.000686132174298078,-0.000886833398178583,-0.000285014827176888,-0.00136351060827048,-0.000398349893517228,0.000540028542031117
-1.3245,-0.00068961224156316,-0.00088988468924768,-0.000288175805179842,-0.00135196258496855,-0.000398349893517228,0.000540028542031117
-1.3235,-0.000693092308828241,-0.000892935980316777,-0.000291336783182795,-0.00134041456166661,-0.000398349893517228,0.000540028542031117
-1.3225,-0.000696572376093322,-0.000895987271385873,-0.000294497761185748,-0.00132886653836468,-0.000398349893517228,0.000540028542031117
-1.3215,-0.000700052443358403,-0.00089903856245497,-0.000297658739188702,-0.00131731851506275,-0.000398349893517228,0.000540028542031117
-1.3205,-0.000703532510623484,-0.000902089853524067,-0.000300819717191655,-0.00130577049176081,-0.000398349893517228,0.000540028542031117
-1.3195,-0.000707012577888565,-0.000905141144593164,-0.000303980695194608,-0.00129422246845888,-0.000398349893517228,0.000540028542031117
-1.3185,-0.000710492645153646,-0.000908192435662261,-0.000307141673197561,-0.00128267444515695,-0.000398349893517228,0.000540028542031117
-1.3175,-0.000713972712418727,-0.000911243726731357,-0.000310302651200515,-0.00127112642185501,-0.000398349893517228,0.000540028542031117
-1.3165,-0.000717452779683808,-0.000914295017800455,-0.000313463629203468,-0.00125957839855308,-0.000398349893517228,0.000540028542031117
-1.3155,-0.000720932846948889,-0.000917346308869551,-0.000316624607206421,-0.00124803037525115,-0.000398349893517228,0.000540028542031117
-1.3145,-0.00072441291421397,-0.000920397599938648,-0.000319785585209374,-0.00123648235194921,-0.000398349893517228,0.000540028542031117
-1.3135,-0.000727892981479051,-0.000923448891007744,-0.000322946563212328,-0.00122493432864728,-0.000398349893517228,0.000540028542031117
-1.3125,-0.000731373048744132,-0.000926500182076842,-0.000326107541215281,-0.00121338630534535,-0.000398349893517228,0.000540028542031117
-1.3115,-0.000734853116009213,-0.000929551473145938,-0.000329268519218234,-0.00120183828204342,-0.000398349893517228,0.000540028542031117
-1.3105,-0.000738333183274294,-0.000932602764215035,-0.000332429497221187,-0.00119029025874148,-0.000398349893517228,0.000540028542031117
-1.3095,-0.000741813250539375,-0.000935654055284132,-0.000335590475224141,-0.00117874223543955,-0.000398349893517228,0.000540028542031117
-1.3085,-0.000745293317804457,-0.000938705346353229,-0.000338751453227094,-0.00116719421213761,-0.000398349893517228,0.000540028542031117
-1.3075,-0.000748773385069537,-0.000941756637422326,-0.000341912431230047,-0.00115564618883568,-0.000398349893517228,0.000540028542031117
-1.3065,-0.000752253452334618,-0.000944807928491423,-0.000345073409233,-0.00114409816553375,-0.000398349893517228,0.000540028542031117
-1.3055,-0.000755733519599699,-0.000947859219560519,-0.000348234387235953,-0.00113255014223182,-0.000398349893517228,0.000540028542031117
-1.3045,-0.000759213586864781,-0.000950910510629616,-0.000351395365238907,-0.00112100211892988,-0.000398349893517228,0.000540028542031117
-1.3035,-0.000762693654129861,-0.000953961801698713,-0.00035455634324186,-0.00110945409562795,-0.000398349893517228,0.000540028542031117
-1.3025,-0.000766173721394943,-0.00095701309276781,-0.000357717321244813,-0.00109790607232601,-0.000398349893517228,0.000540028542031117
-1.3015,-0.000769653788660023,-0.000960064383836906,-0.000360878299247767,-0.00108635804902408,-0.000398349893517228,0.000540028542031117
-1.3005,-0.000773133855925105,-0.000963115674906004,-0.00036403927725072,-0.00107481002572215,-0.000398349893517228,0.000540028542031117
-1.2995,-0.000776613923190185,-0.0009661669659751,-0.000367200255253673,-0.00106326200242022,-0.000398349893517228,0.000540028542031117
-1.2985,-0.000780093990455267,-0.000969218257044198,-0.000370361233256626,-0.00105171397911828,-0.000398349893517228,0.000540028542031117
-1.2975,-0.000783574057720347,-0.000972269548113293,-0.00037352221125958,-0.00104016595581635,-0.000398349893517228,0.000540028542031117
-1.2965,-0.000787054124985429,-0.000975320839182391,-0.000376683189262533,-0.00102861793251441,-0.000398349893517228,0.000540028542031117
-1.2955,-0.000790534192250509,-0.000978372130251487,-0.000379844167265486,-0.00101706990921248,-0.000398349893517228,0.000540028542031117
-1.2945,-0.000794014259515591,-0.000981423421320585,-0.000383005145268439,-0.00100552188591055,-0.000398349893517228,0.000540028542031117
-1.2935,-0.000797335344476597,-0.000981328738624378,-0.000384464388543615,-0.000993973862608615,-0.000398349893517228,0.000540028542031117
-1.2925,-0.000800625410843566,-0.000980620253759157,-0.000385591611101225,-0.00098242583930668,-0.000398349893517228,0.000540028542031117
-1.2915,-0.000803915477210536,-0.000979911768893935,-0.000386718833658834,-0.000970877816004748,-0.000398349893517228,0.000540028542031117
-1.2905,-0.000807205543577506,-0.000979203284028715,-0.000387846056216444,-0.000959329792702813,-0.000398349893517228,0.000540028542031117
-1.2895,-0.000810495609944476,-0.000978494799163493,-0.000388973278774054,-0.000947781769400881,-0.000398349893517228,0.000540028542031117
-1.2885,-0.000813785676311445,-0.000977786314298273,-0.000390100501331664,-0.000936233746098946,-0.000398349893517228,0.000540028542031117
-1.2875,-0.000817075742678415,-0.000977077829433052,-0.000391227723889274,-0.000924685722797014,-0.000398349893517228,0.000540028542031117
